Wohnkanton,Wohnkanton Kürzel,Wohngemeindenummer,Wohngemeinde,Arbeitskanton,Arbeitskanton Kürzel,Arbeitsgemeindenummer,Arbeitsgemeinde,Erwerbstätige
9,ZG,1701,Baar,1,ZH,1,Aeugst am Albis,5
9,ZG,1701,Baar,1,ZH,2,Affoltern am Albis,79
9,ZG,1701,Baar,1,ZH,4,Hausen am Albis,26
9,ZG,1701,Baar,1,ZH,5,Hedingen,8
9,ZG,1701,Baar,1,ZH,6,Kappel am Albis,8
9,ZG,1701,Baar,1,ZH,7,Knonau,9
9,ZG,1701,Baar,1,ZH,9,Mettmenstetten,26
9,ZG,1701,Baar,1,ZH,10,Obfelden,5
9,ZG,1701,Baar,1,ZH,12,Rifferswil,5
9,ZG,1701,Baar,1,ZH,62,Kloten,61
9,ZG,1701,Baar,1,ZH,66,Opfikon,24
9,ZG,1701,Baar,1,ZH,69,Wallisellen,37
9,ZG,1701,Baar,1,ZH,94,Otelfingen,5
9,ZG,1701,Baar,1,ZH,96,Regensdorf,8
9,ZG,1701,Baar,1,ZH,121,Wetzikon (ZH),5
9,ZG,1701,Baar,1,ZH,131,Adliswil,37
9,ZG,1701,Baar,1,ZH,132,Hirzel,11
9,ZG,1701,Baar,1,ZH,133,Horgen,217
9,ZG,1701,Baar,1,ZH,135,Kilchberg (ZH),18
9,ZG,1701,Baar,1,ZH,136,Langnau am Albis,8
9,ZG,1701,Baar,1,ZH,138,Richterswil,6
9,ZG,1701,Baar,1,ZH,139,Rüschlikon,6
9,ZG,1701,Baar,1,ZH,141,Thalwil,40
9,ZG,1701,Baar,1,ZH,142,Wädenswil,30
9,ZG,1701,Baar,1,ZH,154,Küsnacht (ZH),7
9,ZG,1701,Baar,1,ZH,158,Stäfa,9
9,ZG,1701,Baar,1,ZH,161,Zollikon,7
9,ZG,1701,Baar,1,ZH,174,Illnau-Effretikon,5
9,ZG,1701,Baar,1,ZH,191,Dübendorf,26
9,ZG,1701,Baar,1,ZH,199,Volketswil,8
9,ZG,1701,Baar,1,ZH,200,Wangen-Brüttisellen,12
9,ZG,1701,Baar,1,ZH,230,Winterthur,13
9,ZG,1701,Baar,1,ZH,242,Birmensdorf (ZH),14
9,ZG,1701,Baar,1,ZH,243,Dietikon,28
9,ZG,1701,Baar,1,ZH,244,Geroldswil,5
9,ZG,1701,Baar,1,ZH,247,Schlieren,38
9,ZG,1701,Baar,1,ZH,250,Urdorf,19
9,ZG,1701,Baar,1,ZH,261,Zürich,1160
9,ZG,1701,Baar,1,ZH,7777,Andere Gemeinden,69
9,ZG,1701,Baar,2,BE,351,Bern,22
9,ZG,1701,Baar,2,BE,7777,Andere Gemeinden,37
9,ZG,1701,Baar,3,LU,1024,Emmen,61
9,ZG,1701,Baar,3,LU,1031,Hochdorf,11
9,ZG,1701,Baar,3,LU,1040,Rothenburg,13
9,ZG,1701,Baar,3,LU,1052,Buchrain,6
9,ZG,1701,Baar,3,LU,1053,Dierikon,11
9,ZG,1701,Baar,3,LU,1054,Ebikon,52
9,ZG,1701,Baar,3,LU,1055,Gisikon,9
9,ZG,1701,Baar,3,LU,1058,Horw,9
9,ZG,1701,Baar,3,LU,1059,Kriens,35
9,ZG,1701,Baar,3,LU,1061,Luzern,302
9,ZG,1701,Baar,3,LU,1065,Root,47
9,ZG,1701,Baar,3,LU,7777,Andere Gemeinden,79
9,ZG,1701,Baar,4,UR,7777,Andere Gemeinden,9
9,ZG,1701,Baar,5,SZ,1301,Einsiedeln,8
9,ZG,1701,Baar,5,SZ,1321,Feusisberg,6
9,ZG,1701,Baar,5,SZ,1322,Freienbach,26
9,ZG,1701,Baar,5,SZ,1323,Wollerau,14
9,ZG,1701,Baar,5,SZ,1331,Küssnacht (SZ),74
9,ZG,1701,Baar,5,SZ,1341,Altendorf,14
9,ZG,1701,Baar,5,SZ,1344,Lachen,8
9,ZG,1701,Baar,5,SZ,1362,Arth,13
9,ZG,1701,Baar,5,SZ,1364,Ingenbohl,12
9,ZG,1701,Baar,5,SZ,1372,Schwyz,48
9,ZG,1701,Baar,5,SZ,1373,Steinen,5
9,ZG,1701,Baar,5,SZ,7777,Andere Gemeinden,10
9,ZG,1701,Baar,6,OW,1406,Sachseln,6
9,ZG,1701,Baar,6,OW,1407,Sarnen,11
9,ZG,1701,Baar,6,OW,7777,Andere Gemeinden,6
9,ZG,1701,Baar,7,NW,1509,Stans,15
9,ZG,1701,Baar,7,NW,7777,Andere Gemeinden,10
9,ZG,1701,Baar,8,GL,1632,Glarus,5
9,ZG,1701,Baar,9,ZG,1701,Baar,4323
9,ZG,1701,Baar,9,ZG,1702,Cham,367
9,ZG,1701,Baar,9,ZG,1703,Hünenberg,236
9,ZG,1701,Baar,9,ZG,1704,Menzingen,104
9,ZG,1701,Baar,9,ZG,1705,Neuheim,83
9,ZG,1701,Baar,9,ZG,1706,Oberägeri,51
9,ZG,1701,Baar,9,ZG,1707,Risch,301
9,ZG,1701,Baar,9,ZG,1708,Steinhausen,488
9,ZG,1701,Baar,9,ZG,1709,Unterägeri,168
9,ZG,1701,Baar,9,ZG,1710,Walchwil,28
9,ZG,1701,Baar,9,ZG,1711,Zug,2927
9,ZG,1701,Baar,10,FR,7777,Andere Gemeinden,5
9,ZG,1701,Baar,11,SO,7777,Andere Gemeinden,17
9,ZG,1701,Baar,12,BS,2701,Basel,24
9,ZG,1701,Baar,13,BL,2829,Liestal,5
9,ZG,1701,Baar,13,BL,7777,Andere Gemeinden,18
9,ZG,1701,Baar,14,SH,7777,Andere Gemeinden,5
9,ZG,1701,Baar,15,AR,7777,Andere Gemeinden,6
9,ZG,1701,Baar,17,SG,3340,Rapperswil-Jona,16
9,ZG,1701,Baar,17,SG,7777,Andere Gemeinden,26
9,ZG,1701,Baar,19,AG,4001,Aarau,6
9,ZG,1701,Baar,19,AG,4021,Baden,22
9,ZG,1701,Baar,19,AG,4034,Neuenhof,5
9,ZG,1701,Baar,19,AG,4040,Spreitenbach,10
9,ZG,1701,Baar,19,AG,4063,Bremgarten (AG),5
9,ZG,1701,Baar,19,AG,4201,Lenzburg,6
9,ZG,1701,Baar,19,AG,4234,Merenschwand,22
9,ZG,1701,Baar,19,AG,4236,Muri (AG),21
9,ZG,1701,Baar,19,AG,4239,Sins,36
9,ZG,1701,Baar,19,AG,7777,Andere Gemeinden,92
9,ZG,1701,Baar,20,TG,7777,Andere Gemeinden,11
9,ZG,1701,Baar,21,TI,7777,Andere Gemeinden,5
9,ZG,1701,Baar,77,ZZ,7777,Andere Gemeinden,13
9,ZG,1702,Cham,1,ZH,2,Affoltern am Albis,62
9,ZG,1702,Cham,1,ZH,5,Hedingen,10
9,ZG,1702,Cham,1,ZH,6,Kappel am Albis,5
9,ZG,1702,Cham,1,ZH,7,Knonau,14
9,ZG,1702,Cham,1,ZH,9,Mettmenstetten,26
9,ZG,1702,Cham,1,ZH,62,Kloten,38
9,ZG,1702,Cham,1,ZH,66,Opfikon,14
9,ZG,1702,Cham,1,ZH,69,Wallisellen,28
9,ZG,1702,Cham,1,ZH,96,Regensdorf,12
9,ZG,1702,Cham,1,ZH,131,Adliswil,28
9,ZG,1702,Cham,1,ZH,133,Horgen,25
9,ZG,1702,Cham,1,ZH,135,Kilchberg (ZH),11
9,ZG,1702,Cham,1,ZH,136,Langnau am Albis,6
9,ZG,1702,Cham,1,ZH,138,Richterswil,6
9,ZG,1702,Cham,1,ZH,141,Thalwil,10
9,ZG,1702,Cham,1,ZH,142,Wädenswil,13
9,ZG,1702,Cham,1,ZH,191,Dübendorf,11
9,ZG,1702,Cham,1,ZH,198,Uster,5
9,ZG,1702,Cham,1,ZH,200,Wangen-Brüttisellen,6
9,ZG,1702,Cham,1,ZH,242,Birmensdorf (ZH),6
9,ZG,1702,Cham,1,ZH,243,Dietikon,25
9,ZG,1702,Cham,1,ZH,247,Schlieren,26
9,ZG,1702,Cham,1,ZH,250,Urdorf,7
9,ZG,1702,Cham,1,ZH,261,Zürich,719
9,ZG,1702,Cham,1,ZH,7777,Andere Gemeinden,81
9,ZG,1702,Cham,2,BE,329,Langenthal,5
9,ZG,1702,Cham,2,BE,351,Bern,14
9,ZG,1702,Cham,2,BE,7777,Andere Gemeinden,19
9,ZG,1702,Cham,3,LU,1024,Emmen,102
9,ZG,1702,Cham,3,LU,1031,Hochdorf,14
9,ZG,1702,Cham,3,LU,1040,Rothenburg,8
9,ZG,1702,Cham,3,LU,1052,Buchrain,12
9,ZG,1702,Cham,3,LU,1053,Dierikon,16
9,ZG,1702,Cham,3,LU,1054,Ebikon,54
9,ZG,1702,Cham,3,LU,1058,Horw,10
9,ZG,1702,Cham,3,LU,1059,Kriens,37
9,ZG,1702,Cham,3,LU,1061,Luzern,301
9,ZG,1702,Cham,3,LU,1063,Meggen,8
9,ZG,1702,Cham,3,LU,1064,Meierskappel,5
9,ZG,1702,Cham,3,LU,1065,Root,61
9,ZG,1702,Cham,3,LU,1093,Neuenkirch,5
9,ZG,1702,Cham,3,LU,1094,Nottwil,7
9,ZG,1702,Cham,3,LU,1103,Sursee,14
9,ZG,1702,Cham,3,LU,7777,Andere Gemeinden,57
9,ZG,1702,Cham,4,UR,7777,Andere Gemeinden,7
9,ZG,1702,Cham,5,SZ,1322,Freienbach,18
9,ZG,1702,Cham,5,SZ,1323,Wollerau,8
9,ZG,1702,Cham,5,SZ,1331,Küssnacht (SZ),67
9,ZG,1702,Cham,5,SZ,1362,Arth,16
9,ZG,1702,Cham,5,SZ,1364,Ingenbohl,7
9,ZG,1702,Cham,5,SZ,1372,Schwyz,40
9,ZG,1702,Cham,5,SZ,7777,Andere Gemeinden,29
9,ZG,1702,Cham,6,OW,1406,Sachseln,5
9,ZG,1702,Cham,6,OW,1407,Sarnen,7
9,ZG,1702,Cham,6,OW,7777,Andere Gemeinden,7
9,ZG,1702,Cham,7,NW,1507,Hergiswil (NW),5
9,ZG,1702,Cham,7,NW,1509,Stans,16
9,ZG,1702,Cham,7,NW,7777,Andere Gemeinden,8
9,ZG,1702,Cham,9,ZG,1701,Baar,761
9,ZG,1702,Cham,9,ZG,1702,Cham,1951
9,ZG,1702,Cham,9,ZG,1703,Hünenberg,384
9,ZG,1702,Cham,9,ZG,1704,Menzingen,28
9,ZG,1702,Cham,9,ZG,1705,Neuheim,37
9,ZG,1702,Cham,9,ZG,1706,Oberägeri,15
9,ZG,1702,Cham,9,ZG,1707,Risch,450
9,ZG,1702,Cham,9,ZG,1708,Steinhausen,414
9,ZG,1702,Cham,9,ZG,1709,Unterägeri,38
9,ZG,1702,Cham,9,ZG,1710,Walchwil,22
9,ZG,1702,Cham,9,ZG,1711,Zug,1715
9,ZG,1702,Cham,10,FR,7777,Andere Gemeinden,7
9,ZG,1702,Cham,11,SO,2581,Olten,5
9,ZG,1702,Cham,11,SO,7777,Andere Gemeinden,6
9,ZG,1702,Cham,12,BS,2701,Basel,13
9,ZG,1702,Cham,13,BL,7777,Andere Gemeinden,17
9,ZG,1702,Cham,14,SH,7777,Andere Gemeinden,7
9,ZG,1702,Cham,17,SG,3203,St. Gallen,7
9,ZG,1702,Cham,17,SG,3340,Rapperswil-Jona,11
9,ZG,1702,Cham,17,SG,7777,Andere Gemeinden,14
9,ZG,1702,Cham,19,AG,4001,Aarau,7
9,ZG,1702,Cham,19,AG,4021,Baden,20
9,ZG,1702,Cham,19,AG,4040,Spreitenbach,8
9,ZG,1702,Cham,19,AG,4080,Villmergen,6
9,ZG,1702,Cham,19,AG,4082,Wohlen (AG),13
9,ZG,1702,Cham,19,AG,4201,Lenzburg,7
9,ZG,1702,Cham,19,AG,4223,Auw,5
9,ZG,1702,Cham,19,AG,4234,Merenschwand,9
9,ZG,1702,Cham,19,AG,4235,Mühlau,6
9,ZG,1702,Cham,19,AG,4236,Muri (AG),26
9,ZG,1702,Cham,19,AG,4239,Sins,71
9,ZG,1702,Cham,19,AG,4289,Zofingen,7
9,ZG,1702,Cham,19,AG,7777,Andere Gemeinden,72
9,ZG,1702,Cham,20,TG,7777,Andere Gemeinden,11
9,ZG,1702,Cham,21,TI,7777,Andere Gemeinden,7
9,ZG,1702,Cham,77,ZZ,7777,Andere Gemeinden,12
9,ZG,1703,Hünenberg,1,ZH,2,Affoltern am Albis,42
9,ZG,1703,Hünenberg,1,ZH,7,Knonau,10
9,ZG,1703,Hünenberg,1,ZH,9,Mettmenstetten,9
9,ZG,1703,Hünenberg,1,ZH,62,Kloten,19
9,ZG,1703,Hünenberg,1,ZH,66,Opfikon,5
9,ZG,1703,Hünenberg,1,ZH,69,Wallisellen,6
9,ZG,1703,Hünenberg,1,ZH,90,Niederhasli,5
9,ZG,1703,Hünenberg,1,ZH,96,Regensdorf,8
9,ZG,1703,Hünenberg,1,ZH,131,Adliswil,15
9,ZG,1703,Hünenberg,1,ZH,133,Horgen,11
9,ZG,1703,Hünenberg,1,ZH,135,Kilchberg (ZH),5
9,ZG,1703,Hünenberg,1,ZH,142,Wädenswil,6
9,ZG,1703,Hünenberg,1,ZH,191,Dübendorf,8
9,ZG,1703,Hünenberg,1,ZH,230,Winterthur,7
9,ZG,1703,Hünenberg,1,ZH,243,Dietikon,8
9,ZG,1703,Hünenberg,1,ZH,247,Schlieren,10
9,ZG,1703,Hünenberg,1,ZH,250,Urdorf,11
9,ZG,1703,Hünenberg,1,ZH,261,Zürich,423
9,ZG,1703,Hünenberg,1,ZH,7777,Andere Gemeinden,58
9,ZG,1703,Hünenberg,2,BE,351,Bern,15
9,ZG,1703,Hünenberg,2,BE,7777,Andere Gemeinden,11
9,ZG,1703,Hünenberg,3,LU,1024,Emmen,37
9,ZG,1703,Hünenberg,3,LU,1026,Eschenbach (LU),5
9,ZG,1703,Hünenberg,3,LU,1031,Hochdorf,17
9,ZG,1703,Hünenberg,3,LU,1040,Rothenburg,9
9,ZG,1703,Hünenberg,3,LU,1053,Dierikon,13
9,ZG,1703,Hünenberg,3,LU,1054,Ebikon,30
9,ZG,1703,Hünenberg,3,LU,1058,Horw,6
9,ZG,1703,Hünenberg,3,LU,1059,Kriens,32
9,ZG,1703,Hünenberg,3,LU,1061,Luzern,200
9,ZG,1703,Hünenberg,3,LU,1064,Meierskappel,7
9,ZG,1703,Hünenberg,3,LU,1065,Root,36
9,ZG,1703,Hünenberg,3,LU,1094,Nottwil,6
9,ZG,1703,Hünenberg,3,LU,1095,Oberkirch,9
9,ZG,1703,Hünenberg,3,LU,7777,Andere Gemeinden,59
9,ZG,1703,Hünenberg,4,UR,7777,Andere Gemeinden,7
9,ZG,1703,Hünenberg,5,SZ,1331,Küssnacht (SZ),31
9,ZG,1703,Hünenberg,5,SZ,1362,Arth,7
9,ZG,1703,Hünenberg,5,SZ,1364,Ingenbohl,5
9,ZG,1703,Hünenberg,5,SZ,1372,Schwyz,24
9,ZG,1703,Hünenberg,5,SZ,7777,Andere Gemeinden,13
9,ZG,1703,Hünenberg,6,OW,1407,Sarnen,8
9,ZG,1703,Hünenberg,6,OW,7777,Andere Gemeinden,9
9,ZG,1703,Hünenberg,7,NW,1509,Stans,9
9,ZG,1703,Hünenberg,7,NW,7777,Andere Gemeinden,9
9,ZG,1703,Hünenberg,9,ZG,1701,Baar,348
9,ZG,1703,Hünenberg,9,ZG,1702,Cham,449
9,ZG,1703,Hünenberg,9,ZG,1703,Hünenberg,996
9,ZG,1703,Hünenberg,9,ZG,1704,Menzingen,6
9,ZG,1703,Hünenberg,9,ZG,1705,Neuheim,12
9,ZG,1703,Hünenberg,9,ZG,1707,Risch,262
9,ZG,1703,Hünenberg,9,ZG,1708,Steinhausen,185
9,ZG,1703,Hünenberg,9,ZG,1709,Unterägeri,18
9,ZG,1703,Hünenberg,9,ZG,1710,Walchwil,9
9,ZG,1703,Hünenberg,9,ZG,1711,Zug,880
9,ZG,1703,Hünenberg,11,SO,7777,Andere Gemeinden,9
9,ZG,1703,Hünenberg,12,BS,2701,Basel,6
9,ZG,1703,Hünenberg,13,BL,7777,Andere Gemeinden,8
9,ZG,1703,Hünenberg,17,SG,3340,Rapperswil-Jona,9
9,ZG,1703,Hünenberg,17,SG,7777,Andere Gemeinden,5
9,ZG,1703,Hünenberg,18,GR,7777,Andere Gemeinden,5
9,ZG,1703,Hünenberg,19,AG,4021,Baden,6
9,ZG,1703,Hünenberg,19,AG,4082,Wohlen (AG),10
9,ZG,1703,Hünenberg,19,AG,4223,Auw,5
9,ZG,1703,Hünenberg,19,AG,4236,Muri (AG),10
9,ZG,1703,Hünenberg,19,AG,4237,Oberrüti,6
9,ZG,1703,Hünenberg,19,AG,4239,Sins,46
9,ZG,1703,Hünenberg,19,AG,7777,Andere Gemeinden,59
9,ZG,1703,Hünenberg,21,TI,5192,Lugano,9
9,ZG,1703,Hünenberg,77,ZZ,7777,Andere Gemeinden,25
9,ZG,1704,Menzingen,1,ZH,2,Affoltern am Albis,9
9,ZG,1704,Menzingen,1,ZH,4,Hausen am Albis,12
9,ZG,1704,Menzingen,1,ZH,9,Mettmenstetten,7
9,ZG,1704,Menzingen,1,ZH,62,Kloten,6
9,ZG,1704,Menzingen,1,ZH,133,Horgen,15
9,ZG,1704,Menzingen,1,ZH,136,Langnau am Albis,5
9,ZG,1704,Menzingen,1,ZH,138,Richterswil,15
9,ZG,1704,Menzingen,1,ZH,140,Schönenberg (ZH),5
9,ZG,1704,Menzingen,1,ZH,141,Thalwil,9
9,ZG,1704,Menzingen,1,ZH,142,Wädenswil,15
9,ZG,1704,Menzingen,1,ZH,247,Schlieren,7
9,ZG,1704,Menzingen,1,ZH,261,Zürich,150
9,ZG,1704,Menzingen,1,ZH,7777,Andere Gemeinden,52
9,ZG,1704,Menzingen,2,BE,351,Bern,9
9,ZG,1704,Menzingen,2,BE,7777,Andere Gemeinden,5
9,ZG,1704,Menzingen,3,LU,1054,Ebikon,5
9,ZG,1704,Menzingen,3,LU,1061,Luzern,28
9,ZG,1704,Menzingen,3,LU,1065,Root,6
9,ZG,1704,Menzingen,3,LU,7777,Andere Gemeinden,21
9,ZG,1704,Menzingen,5,SZ,1301,Einsiedeln,7
9,ZG,1704,Menzingen,5,SZ,1321,Feusisberg,8
9,ZG,1704,Menzingen,5,SZ,1322,Freienbach,11
9,ZG,1704,Menzingen,5,SZ,1323,Wollerau,8
9,ZG,1704,Menzingen,5,SZ,1331,Küssnacht (SZ),15
9,ZG,1704,Menzingen,5,SZ,1346,Schübelbach,5
9,ZG,1704,Menzingen,5,SZ,1372,Schwyz,8
9,ZG,1704,Menzingen,5,SZ,7777,Andere Gemeinden,13
9,ZG,1704,Menzingen,9,ZG,1701,Baar,267
9,ZG,1704,Menzingen,9,ZG,1702,Cham,57
9,ZG,1704,Menzingen,9,ZG,1703,Hünenberg,35
9,ZG,1704,Menzingen,9,ZG,1704,Menzingen,691
9,ZG,1704,Menzingen,9,ZG,1705,Neuheim,35
9,ZG,1704,Menzingen,9,ZG,1706,Oberägeri,24
9,ZG,1704,Menzingen,9,ZG,1707,Risch,44
9,ZG,1704,Menzingen,9,ZG,1708,Steinhausen,48
9,ZG,1704,Menzingen,9,ZG,1709,Unterägeri,72
9,ZG,1704,Menzingen,9,ZG,1710,Walchwil,11
9,ZG,1704,Menzingen,9,ZG,1711,Zug,425
9,ZG,1704,Menzingen,12,BS,2701,Basel,17
9,ZG,1704,Menzingen,13,BL,7777,Andere Gemeinden,5
9,ZG,1704,Menzingen,17,SG,3340,Rapperswil-Jona,6
9,ZG,1704,Menzingen,17,SG,7777,Andere Gemeinden,5
9,ZG,1704,Menzingen,19,AG,4239,Sins,8
9,ZG,1704,Menzingen,19,AG,7777,Andere Gemeinden,23
9,ZG,1704,Menzingen,77,ZZ,7777,Andere Gemeinden,11
9,ZG,1705,Neuheim,1,ZH,62,Kloten,5
9,ZG,1705,Neuheim,1,ZH,66,Opfikon,7
9,ZG,1705,Neuheim,1,ZH,131,Adliswil,9
9,ZG,1705,Neuheim,1,ZH,132,Hirzel,5
9,ZG,1705,Neuheim,1,ZH,133,Horgen,5
9,ZG,1705,Neuheim,1,ZH,142,Wädenswil,7
9,ZG,1705,Neuheim,1,ZH,261,Zürich,90
9,ZG,1705,Neuheim,1,ZH,7777,Andere Gemeinden,41
9,ZG,1705,Neuheim,2,BE,7777,Andere Gemeinden,6
9,ZG,1705,Neuheim,3,LU,1061,Luzern,14
9,ZG,1705,Neuheim,3,LU,7777,Andere Gemeinden,18
9,ZG,1705,Neuheim,5,SZ,1331,Küssnacht (SZ),7
9,ZG,1705,Neuheim,5,SZ,1372,Schwyz,5
9,ZG,1705,Neuheim,5,SZ,7777,Andere Gemeinden,14
9,ZG,1705,Neuheim,9,ZG,1701,Baar,213
9,ZG,1705,Neuheim,9,ZG,1702,Cham,25
9,ZG,1705,Neuheim,9,ZG,1703,Hünenberg,22
9,ZG,1705,Neuheim,9,ZG,1704,Menzingen,22
9,ZG,1705,Neuheim,9,ZG,1705,Neuheim,242
9,ZG,1705,Neuheim,9,ZG,1706,Oberägeri,8
9,ZG,1705,Neuheim,9,ZG,1707,Risch,17
9,ZG,1705,Neuheim,9,ZG,1708,Steinhausen,36
9,ZG,1705,Neuheim,9,ZG,1709,Unterägeri,27
9,ZG,1705,Neuheim,9,ZG,1711,Zug,202
9,ZG,1705,Neuheim,19,AG,7777,Andere Gemeinden,15
9,ZG,1705,Neuheim,77,ZZ,7777,Andere Gemeinden,20
9,ZG,1706,Oberägeri,1,ZH,2,Affoltern am Albis,10
9,ZG,1706,Oberägeri,1,ZH,62,Kloten,6
9,ZG,1706,Oberägeri,1,ZH,66,Opfikon,5
9,ZG,1706,Oberägeri,1,ZH,69,Wallisellen,7
9,ZG,1706,Oberägeri,1,ZH,131,Adliswil,6
9,ZG,1706,Oberägeri,1,ZH,132,Hirzel,6
9,ZG,1706,Oberägeri,1,ZH,133,Horgen,9
9,ZG,1706,Oberägeri,1,ZH,138,Richterswil,15
9,ZG,1706,Oberägeri,1,ZH,141,Thalwil,5
9,ZG,1706,Oberägeri,1,ZH,142,Wädenswil,7
9,ZG,1706,Oberägeri,1,ZH,247,Schlieren,10
9,ZG,1706,Oberägeri,1,ZH,261,Zürich,191
9,ZG,1706,Oberägeri,1,ZH,7777,Andere Gemeinden,53
9,ZG,1706,Oberägeri,2,BE,7777,Andere Gemeinden,20
9,ZG,1706,Oberägeri,3,LU,1024,Emmen,14
9,ZG,1706,Oberägeri,3,LU,1054,Ebikon,6
9,ZG,1706,Oberägeri,3,LU,1059,Kriens,8
9,ZG,1706,Oberägeri,3,LU,1061,Luzern,33
9,ZG,1706,Oberägeri,3,LU,1065,Root,7
9,ZG,1706,Oberägeri,3,LU,7777,Andere Gemeinden,22
9,ZG,1706,Oberägeri,4,UR,7777,Andere Gemeinden,8
9,ZG,1706,Oberägeri,5,SZ,1301,Einsiedeln,16
9,ZG,1706,Oberägeri,5,SZ,1321,Feusisberg,8
9,ZG,1706,Oberägeri,5,SZ,1322,Freienbach,21
9,ZG,1706,Oberägeri,5,SZ,1331,Küssnacht (SZ),9
9,ZG,1706,Oberägeri,5,SZ,1362,Arth,12
9,ZG,1706,Oberägeri,5,SZ,1370,Rothenthurm,16
9,ZG,1706,Oberägeri,5,SZ,1371,Sattel,7
9,ZG,1706,Oberägeri,5,SZ,1372,Schwyz,40
9,ZG,1706,Oberägeri,5,SZ,7777,Andere Gemeinden,28
9,ZG,1706,Oberägeri,7,NW,7777,Andere Gemeinden,5
9,ZG,1706,Oberägeri,9,ZG,1701,Baar,311
9,ZG,1706,Oberägeri,9,ZG,1702,Cham,60
9,ZG,1706,Oberägeri,9,ZG,1703,Hünenberg,26
9,ZG,1706,Oberägeri,9,ZG,1704,Menzingen,37
9,ZG,1706,Oberägeri,9,ZG,1705,Neuheim,27
9,ZG,1706,Oberägeri,9,ZG,1706,Oberägeri,813
9,ZG,1706,Oberägeri,9,ZG,1707,Risch,30
9,ZG,1706,Oberägeri,9,ZG,1708,Steinhausen,82
9,ZG,1706,Oberägeri,9,ZG,1709,Unterägeri,279
9,ZG,1706,Oberägeri,9,ZG,1710,Walchwil,8
9,ZG,1706,Oberägeri,9,ZG,1711,Zug,608
9,ZG,1706,Oberägeri,12,BS,2701,Basel,12
9,ZG,1706,Oberägeri,13,BL,7777,Andere Gemeinden,5
9,ZG,1706,Oberägeri,17,SG,3203,St. Gallen,5
9,ZG,1706,Oberägeri,17,SG,3340,Rapperswil-Jona,6
9,ZG,1706,Oberägeri,17,SG,7777,Andere Gemeinden,9
9,ZG,1706,Oberägeri,19,AG,7777,Andere Gemeinden,37
9,ZG,1706,Oberägeri,77,ZZ,7777,Andere Gemeinden,22
9,ZG,1707,Risch,1,ZH,2,Affoltern am Albis,21
9,ZG,1707,Risch,1,ZH,5,Hedingen,6
9,ZG,1707,Risch,1,ZH,9,Mettmenstetten,15
9,ZG,1707,Risch,1,ZH,62,Kloten,20
9,ZG,1707,Risch,1,ZH,66,Opfikon,14
9,ZG,1707,Risch,1,ZH,69,Wallisellen,16
9,ZG,1707,Risch,1,ZH,96,Regensdorf,11
9,ZG,1707,Risch,1,ZH,131,Adliswil,13
9,ZG,1707,Risch,1,ZH,133,Horgen,14
9,ZG,1707,Risch,1,ZH,141,Thalwil,5
9,ZG,1707,Risch,1,ZH,142,Wädenswil,11
9,ZG,1707,Risch,1,ZH,191,Dübendorf,9
9,ZG,1707,Risch,1,ZH,200,Wangen-Brüttisellen,6
9,ZG,1707,Risch,1,ZH,230,Winterthur,9
9,ZG,1707,Risch,1,ZH,243,Dietikon,12
9,ZG,1707,Risch,1,ZH,247,Schlieren,14
9,ZG,1707,Risch,1,ZH,261,Zürich,425
9,ZG,1707,Risch,1,ZH,7777,Andere Gemeinden,78
9,ZG,1707,Risch,2,BE,351,Bern,17
9,ZG,1707,Risch,2,BE,7777,Andere Gemeinden,16
9,ZG,1707,Risch,3,LU,1009,Werthenstein,7
9,ZG,1707,Risch,3,LU,1021,Aesch (LU),5
9,ZG,1707,Risch,3,LU,1024,Emmen,96
9,ZG,1707,Risch,3,LU,1026,Eschenbach (LU),7
9,ZG,1707,Risch,3,LU,1031,Hochdorf,13
9,ZG,1707,Risch,3,LU,1033,Inwil,15
9,ZG,1707,Risch,3,LU,1040,Rothenburg,16
9,ZG,1707,Risch,3,LU,1051,Adligenswil,11
9,ZG,1707,Risch,3,LU,1052,Buchrain,23
9,ZG,1707,Risch,3,LU,1053,Dierikon,32
9,ZG,1707,Risch,3,LU,1054,Ebikon,60
9,ZG,1707,Risch,3,LU,1055,Gisikon,15
9,ZG,1707,Risch,3,LU,1057,Honau,6
9,ZG,1707,Risch,3,LU,1058,Horw,13
9,ZG,1707,Risch,3,LU,1059,Kriens,46
9,ZG,1707,Risch,3,LU,1061,Luzern,292
9,ZG,1707,Risch,3,LU,1062,Malters,9
9,ZG,1707,Risch,3,LU,1063,Meggen,10
9,ZG,1707,Risch,3,LU,1064,Meierskappel,14
9,ZG,1707,Risch,3,LU,1065,Root,137
9,ZG,1707,Risch,3,LU,1069,Weggis,9
9,ZG,1707,Risch,3,LU,1093,Neuenkirch,6
9,ZG,1707,Risch,3,LU,1094,Nottwil,5
9,ZG,1707,Risch,3,LU,1095,Oberkirch,8
9,ZG,1707,Risch,3,LU,1102,Sempach,6
9,ZG,1707,Risch,3,LU,1103,Sursee,8
9,ZG,1707,Risch,3,LU,7777,Andere Gemeinden,35
9,ZG,1707,Risch,4,UR,7777,Andere Gemeinden,10
9,ZG,1707,Risch,5,SZ,1322,Freienbach,8
9,ZG,1707,Risch,5,SZ,1331,Küssnacht (SZ),110
9,ZG,1707,Risch,5,SZ,1362,Arth,17
9,ZG,1707,Risch,5,SZ,1364,Ingenbohl,9
9,ZG,1707,Risch,5,SZ,1372,Schwyz,34
