"Typ","Datum","Anzahl","Stand","Meta","Type","Content"
"Hospitalisierte","02.05.2020","3","2020-05-03 08:00:00",NA,NA,NA
"Hospitalisierte","03.05.2020","3","2020-05-04 08:00:00",NA,NA,NA
"Hospitalisierte","04.05.2020","4","2020-05-05 08:00:00",NA,NA,NA
"Hospitalisierte","05.05.2020","3","2020-05-06 08:00:00",NA,NA,NA
"Hospitalisierte","06.05.2020","2","2020-05-07 08:00:00",NA,NA,NA
"Hospitalisierte","07.05.2020","2","2020-05-08 08:00:00",NA,NA,NA
"Hospitalisierte","08.05.2020","2","2020-05-09 08:00:00",NA,NA,NA
"Hospitalisierte","09.05.2020","1","2020-05-10 08:00:00",NA,NA,NA
"Hospitalisierte","10.05.2020","1","2020-05-11 08:00:00",NA,NA,NA
"Hospitalisierte","11.05.2020","1","2020-05-12 08:00:00",NA,NA,NA
"Hospitalisierte","12.05.2020","0","2020-05-13 08:00:00",NA,NA,NA
"Hospitalisierte","13.05.2020","0","2020-05-14 08:00:00",NA,NA,NA
"Hospitalisierte","14.05.2020","0","2020-05-15 08:00:00",NA,NA,NA
"Hospitalisierte","15.05.2020","0","2020-05-16 08:00:00",NA,NA,NA
"Hospitalisierte","16.05.2020","0","2020-05-17 08:00:00",NA,NA,NA
"Hospitalisierte","17.05.2020","0","2020-05-18 08:00:00",NA,NA,NA
"Hospitalisierte","18.05.2020","0","2020-05-19 08:00:00",NA,NA,NA
"Hospitalisierte","19.05.2020","0","2020-05-20 08:00:00",NA,NA,NA
"Hospitalisierte","20.05.2020","0","2020-05-21 08:00:00",NA,NA,NA
"Hospitalisierte","21.05.2020","0","2020-05-22 08:00:00",NA,NA,NA
"Hospitalisierte","22.05.2020","0","2020-05-23 08:00:00",NA,NA,NA
"Hospitalisierte","23.05.2020","0","2020-05-24 08:00:00",NA,NA,NA
"Hospitalisierte","24.05.2020","1","2020-05-25 08:00:00",NA,NA,NA
"Hospitalisierte","25.05.2020","1","2020-05-26 08:00:00",NA,NA,NA
"Hospitalisierte","26.05.2020","0","2020-05-27 08:00:00",NA,NA,NA
"Hospitalisierte","27.05.2020","0","2020-05-28 08:00:00",NA,NA,NA
"Hospitalisierte","28.05.2020","0","2020-05-29 08:00:00",NA,NA,NA
"Hospitalisierte","29.05.2020","0","2020-05-30 08:00:00",NA,NA,NA
"Hospitalisierte","30.05.2020","0","2020-05-31 08:00:00",NA,NA,NA
"Hospitalisierte","31.05.2020","0","2020-06-01 08:00:00",NA,NA,NA
"Hospitalisierte","01.06.2020","0","2020-06-02 08:00:00",NA,NA,NA
"Hospitalisierte","02.06.2020","0","2020-06-03 08:00:00",NA,NA,NA
"Hospitalisierte","03.06.2020","0","2020-06-04 08:00:00",NA,NA,NA
"Hospitalisierte","04.06.2020","0","2020-06-05 08:00:00",NA,NA,NA
"Hospitalisierte","05.06.2020","0","2020-06-06 08:00:00",NA,NA,NA
"Hospitalisierte","06.06.2020","0","2020-06-07 08:00:00",NA,NA,NA
"Hospitalisierte","07.06.2020","0","2020-06-08 08:00:00",NA,NA,NA
"Hospitalisierte","08.06.2020","0","2020-06-09 08:00:00",NA,NA,NA
"Hospitalisierte","09.06.2020","1","2020-06-10 08:00:00",NA,NA,NA
"Hospitalisierte","10.06.2020","1","2020-06-11 08:00:00",NA,NA,NA
"Hospitalisierte","11.06.2020","1","2020-06-12 08:00:00",NA,NA,NA
"Hospitalisierte","12.06.2020","1","2020-06-13 08:00:00",NA,NA,NA
"Hospitalisierte","13.06.2020","1","2020-06-14 08:00:00",NA,NA,NA
"Hospitalisierte","14.06.2020","1","2020-06-15 08:00:00",NA,NA,NA
"Hospitalisierte","15.06.2020","0","2020-06-16 08:00:00",NA,NA,NA
"Hospitalisierte","16.06.2020","0","2020-06-17 08:00:00",NA,NA,NA
"Hospitalisierte","17.06.2020","0","2020-06-18 08:00:00",NA,NA,NA
"Hospitalisierte","18.06.2020","0","2020-06-19 08:00:00",NA,NA,NA
"Hospitalisierte","19.06.2020","0","2020-06-20 08:00:00",NA,NA,NA
"Hospitalisierte","20.06.2020","0","2020-06-21 08:00:00",NA,NA,NA
"Hospitalisierte","21.06.2020","0","2020-06-22 08:00:00",NA,NA,NA
"Hospitalisierte","22.06.2020","0","2020-06-23 08:00:00",NA,NA,NA
"Hospitalisierte","23.06.2020","0","2020-06-24 08:00:00",NA,NA,NA
"Hospitalisierte","24.06.2020","0","2020-06-25 08:00:00",NA,NA,NA
"Hospitalisierte","25.06.2020","0","2020-06-26 08:00:00",NA,NA,NA
"Hospitalisierte","26.06.2020","0","2020-06-27 08:00:00",NA,NA,NA
"Hospitalisierte","27.06.2020","0","2020-06-28 08:00:00",NA,NA,NA
"Hospitalisierte","28.06.2020","0","2020-06-29 08:00:00",NA,NA,NA
"Hospitalisierte","29.06.2020","0","2020-06-30 08:00:00",NA,NA,NA
"Hospitalisierte","30.06.2020","0","2020-07-01 08:00:00",NA,NA,NA
"Hospitalisierte","01.07.2020","0","2020-07-02 08:00:00",NA,NA,NA
"Hospitalisierte","02.07.2020","0","2020-07-03 08:00:00",NA,NA,NA
"Hospitalisierte","03.07.2020","0","2020-07-04 08:00:00",NA,NA,NA
"Hospitalisierte","04.07.2020","0","2020-07-05 08:00:00",NA,NA,NA
"Hospitalisierte","05.07.2020","1","2020-07-06 08:00:00",NA,NA,NA
"Hospitalisierte","06.07.2020","2","2020-07-07 08:00:00",NA,NA,NA
"Hospitalisierte","07.07.2020","2","2020-07-08 08:00:00",NA,NA,NA
"Hospitalisierte","08.07.2020","2","2020-07-09 08:00:00",NA,NA,NA
"Hospitalisierte","09.07.2020","1","2020-07-10 08:00:00",NA,NA,NA
"Hospitalisierte","10.07.2020","2","2020-07-11 08:00:00",NA,NA,NA
"Hospitalisierte","11.07.2020","3","2020-07-12 08:00:00",NA,NA,NA
"Hospitalisierte","12.07.2020","3","2020-07-13 08:00:00",NA,NA,NA
"Hospitalisierte","13.07.2020","3","2020-07-14 08:00:00",NA,NA,NA
"Hospitalisierte","14.07.2020","3","2020-07-15 08:00:00",NA,NA,NA
"Hospitalisierte","15.07.2020","3","2020-07-16 08:00:00",NA,NA,NA
"Hospitalisierte","16.07.2020","5","2020-07-17 08:00:00",NA,NA,NA
"Hospitalisierte","17.07.2020","5","2020-07-18 08:00:00",NA,NA,NA
"Hospitalisierte","18.07.2020","5","2020-07-19 08:00:00",NA,NA,NA
"Hospitalisierte","19.07.2020","2","2020-07-20 08:00:00",NA,NA,NA
"Hospitalisierte","20.07.2020","2","2020-07-21 08:00:00",NA,NA,NA
"Hospitalisierte","21.07.2020","1","2020-07-22 08:00:00",NA,NA,NA
"Hospitalisierte","22.07.2020","1","2020-07-23 08:00:00",NA,NA,NA
"Hospitalisierte","23.07.2020","1","2020-07-24 08:00:00",NA,NA,NA
"Hospitalisierte","24.07.2020","1","2020-07-25 08:00:00",NA,NA,NA
"Hospitalisierte","25.07.2020","1","2020-07-26 08:00:00",NA,NA,NA
"Hospitalisierte","26.07.2020","0","2020-07-27 08:00:00",NA,NA,NA
"Hospitalisierte","27.07.2020","0","2020-07-28 08:00:00",NA,NA,NA
"Hospitalisierte","28.07.2020","0","2020-07-29 08:00:00",NA,NA,NA
"Hospitalisierte","29.07.2020","0","2020-07-30 08:00:00",NA,NA,NA
"Hospitalisierte","30.07.2020","2","2020-07-31 08:00:00",NA,NA,NA
"Hospitalisierte","31.07.2020","2","2020-08-01 08:00:00",NA,NA,NA
"Hospitalisierte","01.08.2020","2","2020-08-02 08:00:00",NA,NA,NA
"Hospitalisierte","02.08.2020","2","2020-08-03 08:00:00",NA,NA,NA
"Hospitalisierte","03.08.2020","2","2020-08-04 08:00:00",NA,NA,NA
"Hospitalisierte","04.08.2020","2","2020-08-05 08:00:00",NA,NA,NA
"Hospitalisierte","05.08.2020","1","2020-08-06 08:00:00",NA,NA,NA
"Hospitalisierte","06.08.2020","0","2020-08-07 08:00:00",NA,NA,NA
"Hospitalisierte","07.08.2020","0","2020-08-08 08:00:00",NA,NA,NA
"Hospitalisierte","08.08.2020","0","2020-08-09 08:00:00",NA,NA,NA
"Hospitalisierte","09.08.2020","2","2020-08-10 08:00:00",NA,NA,NA
"Hospitalisierte","10.08.2020","0","2020-08-11 08:00:00",NA,NA,NA
"Hospitalisierte","11.08.2020","1","2020-08-12 08:00:00",NA,NA,NA
"Hospitalisierte","12.08.2020","0","2020-08-13 08:00:00",NA,NA,NA
"Hospitalisierte","13.08.2020","0","2020-08-14 08:00:00",NA,NA,NA
"Hospitalisierte","14.08.2020","0","2020-08-15 08:00:00",NA,NA,NA
"Hospitalisierte","15.08.2020","0","2020-08-16 08:00:00",NA,NA,NA
"Hospitalisierte","16.08.2020","1","2020-08-17 08:00:00",NA,NA,NA
"Hospitalisierte","17.08.2020","1","2020-08-18 08:00:00",NA,NA,NA
"Hospitalisierte","18.08.2020","0","2020-08-19 08:00:00",NA,NA,NA
"Hospitalisierte","19.08.2020","0","2020-08-20 08:00:00",NA,NA,NA
"Hospitalisierte","20.08.2020","0","2020-08-21 08:00:00",NA,NA,NA
"Hospitalisierte","21.08.2020","0","2020-08-22 08:00:00",NA,NA,NA
"Hospitalisierte","22.08.2020","0","2020-08-23 08:00:00",NA,NA,NA
"Hospitalisierte","23.08.2020","3","2020-08-24 08:00:00",NA,NA,NA
"Hospitalisierte","24.08.2020","3","2020-08-25 08:00:00",NA,NA,NA
"Hospitalisierte","25.08.2020","3","2020-08-26 08:00:00",NA,NA,NA
"Hospitalisierte","26.08.2020","3","2020-08-27 08:00:00",NA,NA,NA
"Hospitalisierte","27.08.2020","3","2020-08-28 08:00:00",NA,NA,NA
"Hospitalisierte","28.08.2020","3","2020-08-29 08:00:00",NA,NA,NA
"Hospitalisierte","29.08.2020","3","2020-08-30 08:00:00",NA,NA,NA
"Hospitalisierte","30.08.2020","4","2020-08-31 08:00:00",NA,NA,NA
"Hospitalisierte","31.08.2020","4","2020-09-01 08:00:00",NA,NA,NA
"Hospitalisierte","01.09.2020","3","2020-09-02 08:00:00",NA,NA,NA
"Hospitalisierte","02.09.2020","2","2020-09-03 08:00:00",NA,NA,NA
"Hospitalisierte","03.09.2020","2","2020-09-04 08:00:00",NA,NA,NA
"Hospitalisierte","04.09.2020","2","2020-09-05 08:00:00",NA,NA,NA
"Hospitalisierte","05.09.2020","2","2020-09-06 08:00:00",NA,NA,NA
"Hospitalisierte","06.09.2020","1","2020-09-07 08:00:00",NA,NA,NA
"Hospitalisierte","07.09.2020","0","2020-09-08 08:00:00",NA,NA,NA
"Hospitalisierte","08.09.2020","0","2020-09-09 08:00:00",NA,NA,NA
"Hospitalisierte","09.09.2020","0","2020-09-10 08:00:00",NA,NA,NA
"Hospitalisierte","10.09.2020","0","2020-09-11 08:00:00",NA,NA,NA
"Hospitalisierte","11.09.2020","0","2020-09-12 08:00:00",NA,NA,NA
"Hospitalisierte","12.09.2020","0","2020-09-13 08:00:00",NA,NA,NA
"Hospitalisierte","13.09.2020","1","2020-09-14 08:00:00",NA,NA,NA
"Hospitalisierte","14.09.2020","1","2020-09-15 08:00:00",NA,NA,NA
"Hospitalisierte","15.09.2020","1","2020-09-16 08:00:00",NA,NA,NA
"Hospitalisierte","16.09.2020","0","2020-09-17 08:00:00",NA,NA,NA
"Hospitalisierte","17.09.2020","0","2020-09-18 08:00:00",NA,NA,NA
"Hospitalisierte","18.09.2020","0","2020-09-19 08:00:00",NA,NA,NA
"Hospitalisierte","19.09.2020","0","2020-09-20 08:00:00",NA,NA,NA
"Hospitalisierte","20.09.2020","0","2020-09-21 08:00:00",NA,NA,NA
"Hospitalisierte","21.09.2020","1","2020-09-22 08:00:00",NA,NA,NA
"Hospitalisierte","22.09.2020","1","2020-09-23 08:00:00",NA,NA,NA
"Hospitalisierte","23.09.2020","2","2020-09-24 08:00:00",NA,NA,NA
"Hospitalisierte","24.09.2020","3","2020-09-25 08:00:00",NA,NA,NA
"Hospitalisierte","25.09.2020","3","2020-09-26 08:00:00",NA,NA,NA
"Hospitalisierte","26.09.2020","3","2020-09-27 08:00:00",NA,NA,NA
"Hospitalisierte","27.09.2020","2","2020-09-28 08:00:00",NA,NA,NA
"Hospitalisierte","28.09.2020","3","2020-09-29 08:00:00",NA,NA,NA
"Hospitalisierte","29.09.2020","4","2020-09-30 08:00:00",NA,NA,NA
"Hospitalisierte","30.09.2020","2","2020-10-01 08:00:00",NA,NA,NA
"Hospitalisierte","01.10.2020","0","2020-10-02 08:00:00",NA,NA,NA
"Hospitalisierte","02.10.2020","0","2020-10-03 08:00:00",NA,NA,NA
"Hospitalisierte","03.10.2020","0","2020-10-04 08:00:00",NA,NA,NA
"Hospitalisierte","04.10.2020","2","2020-10-05 08:00:00",NA,NA,NA
"Hospitalisierte","05.10.2020","2","2020-10-06 08:00:00",NA,NA,NA
"Hospitalisierte","06.10.2020","2","2020-10-07 08:00:00",NA,NA,NA
"Hospitalisierte","07.10.2020","7","2020-10-08 08:00:00",NA,NA,NA
"Hospitalisierte","08.10.2020","6","2020-10-09 08:00:00",NA,NA,NA
"Hospitalisierte","09.10.2020","6","2020-10-10 08:00:00",NA,NA,NA
"Hospitalisierte","10.10.2020","6","2020-10-11 08:00:00",NA,NA,NA
"Hospitalisierte","11.10.2020","7","2020-10-12 08:00:00",NA,NA,NA
"Hospitalisierte","12.10.2020","9","2020-10-13 08:00:00",NA,NA,NA
"Hospitalisierte","13.10.2020","8","2020-10-14 08:00:00",NA,NA,NA
"Hospitalisierte","14.10.2020","8","2020-10-15 08:00:00",NA,NA,NA
"Hospitalisierte","15.10.2020","10","2020-10-16 08:00:00",NA,NA,NA
"Hospitalisierte","16.10.2020","10","2020-10-17 08:00:00",NA,NA,NA
"Hospitalisierte","17.10.2020","10","2020-10-18 08:00:00",NA,NA,NA
"Hospitalisierte","18.10.2020","15","2020-10-19 08:00:00",NA,NA,NA
"Hospitalisierte","19.10.2020","14","2020-10-20 08:00:00",NA,NA,NA
"Hospitalisierte","20.10.2020","14","2020-10-21 08:00:00",NA,NA,NA
"Hospitalisierte","21.10.2020","17","2020-10-22 08:00:00",NA,NA,NA
"Hospitalisierte","22.10.2020","16","2020-10-23 08:00:00",NA,NA,NA
"Hospitalisierte","23.10.2020","16","2020-10-24 08:00:00",NA,NA,NA
"Hospitalisierte","24.10.2020","16","2020-10-25 08:00:00",NA,NA,NA
"Hospitalisierte","25.10.2020","15","2020-10-26 08:00:00",NA,NA,NA
"Hospitalisierte","26.10.2020","22","2020-10-27 08:00:00",NA,NA,NA
"Hospitalisierte","27.10.2020","23","2020-10-28 08:00:00",NA,NA,NA
"Hospitalisierte","28.10.2020","25","2020-10-29 08:00:00",NA,NA,NA
"Hospitalisierte","29.10.2020","32","2020-10-30 08:00:00",NA,NA,NA
"Hospitalisierte","30.10.2020","33","2020-10-31 08:00:00",NA,NA,NA
"Hospitalisierte","31.10.2020","29","2020-11-01 08:00:00",NA,NA,NA
"Hospitalisierte","01.11.2020","33","2020-11-02 08:00:00",NA,NA,NA
"Hospitalisierte","02.11.2020","36","2020-11-03 08:00:00",NA,NA,NA
"Hospitalisierte","03.11.2020","35","2020-11-04 08:00:00",NA,NA,NA
"Hospitalisierte","04.11.2020","35","2020-11-05 08:00:00",NA,NA,NA
"Hospitalisierte","05.11.2020","30","2020-11-06 08:00:00",NA,NA,NA
"Hospitalisierte","06.11.2020","30","2020-11-07 08:00:00",NA,NA,NA
"Hospitalisierte","07.11.2020","30","2020-11-08 08:00:00",NA,NA,NA
"Hospitalisierte","08.11.2020","31","2020-11-09 08:00:00",NA,NA,NA
"Hospitalisierte","09.11.2020","29","2020-11-10 08:00:00",NA,NA,NA
"Hospitalisierte","10.11.2020","29","2020-11-11 08:00:00",NA,NA,NA
"Hospitalisierte","11.11.2020","28","2020-11-12 08:00:00",NA,NA,NA
"Hospitalisierte","12.11.2020","30","2020-11-13 08:00:00",NA,NA,NA
"Hospitalisierte","13.11.2020","29","2020-11-14 08:00:00",NA,NA,NA
"Hospitalisierte","14.11.2020","31","2020-11-15 08:00:00",NA,NA,NA
"Hospitalisierte","15.11.2020","31","2020-11-16 08:00:00",NA,NA,NA
"Hospitalisierte","16.11.2020","33","2020-11-17 08:00:00",NA,NA,NA
"Hospitalisierte","17.11.2020","30","2020-11-18 08:00:00",NA,NA,NA
"Hospitalisierte","18.11.2020","30","2020-11-19 08:00:00",NA,NA,NA
"Hospitalisierte","19.11.2020","32","2020-11-20 08:00:00",NA,NA,NA
"Hospitalisierte","20.11.2020","27","2020-11-21 08:00:00",NA,NA,NA
"Hospitalisierte","21.11.2020","23","2020-11-22 08:00:00",NA,NA,NA
"Hospitalisierte","22.11.2020","25","2020-11-23 08:00:00",NA,NA,NA
"Hospitalisierte","23.11.2020","29","2020-11-24 08:00:00",NA,NA,NA
"Hospitalisierte","24.11.2020","32","2020-11-25 08:00:00",NA,NA,NA
"Hospitalisierte","25.11.2020","26","2020-11-26 08:00:00",NA,NA,NA
"Hospitalisierte","26.11.2020","23","2020-11-27 08:00:00",NA,NA,NA
"Hospitalisierte","27.11.2020","21","2020-11-28 08:00:00",NA,NA,NA
"Hospitalisierte","28.11.2020","22","2020-11-29 08:00:00",NA,NA,NA
"Hospitalisierte","29.11.2020","24","2020-11-30 08:00:00",NA,NA,NA
"Hospitalisierte","30.11.2020","22","2020-12-01 08:00:00",NA,NA,NA
"Hospitalisierte","01.12.2020","22","2020-12-02 08:00:00",NA,NA,NA
"Hospitalisierte","02.12.2020","19","2020-12-03 08:00:00",NA,NA,NA
"Hospitalisierte","03.12.2020","21","2020-12-04 08:00:00",NA,NA,NA
"Hospitalisierte","04.12.2020","25","2020-12-05 08:00:00",NA,NA,NA
"Hospitalisierte","05.12.2020","25","2020-12-06 08:00:00",NA,NA,NA
"Hospitalisierte","06.12.2020","26","2020-12-07 08:00:00",NA,NA,NA
"Hospitalisierte","07.12.2020","26","2020-12-08 08:00:00",NA,NA,NA
"Hospitalisierte","08.12.2020","21","2020-12-09 08:00:00",NA,NA,NA
"Hospitalisierte","09.12.2020","22","2020-12-10 08:00:00",NA,NA,NA
"Hospitalisierte","10.12.2020","25","2020-12-11 08:00:00",NA,NA,NA
"Hospitalisierte","11.12.2020","25","2020-12-12 08:00:00",NA,NA,NA
"Hospitalisierte","12.12.2020","23","2020-12-13 08:00:00",NA,NA,NA
"Hospitalisierte","13.12.2020","24","2020-12-14 08:00:00",NA,NA,NA
"Hospitalisierte","14.12.2020","23","2020-12-15 08:00:00",NA,NA,NA
"Hospitalisierte","15.12.2020","23","2020-12-16 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","01.03.2020","0","2020-03-02 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","02.03.2020","0","2020-03-03 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","03.03.2020","0","2020-03-04 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","04.03.2020","0","2020-03-05 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","05.03.2020","0","2020-03-06 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","06.03.2020","0","2020-03-07 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","07.03.2020","0","2020-03-08 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","08.03.2020","0","2020-03-09 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","09.03.2020","0","2020-03-10 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","10.03.2020","0","2020-03-11 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","11.03.2020","0","2020-03-12 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","12.03.2020","0","2020-03-13 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","13.03.2020","0","2020-03-14 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","14.03.2020","0","2020-03-15 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","15.03.2020","0","2020-03-16 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","16.03.2020","0","2020-03-17 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","17.03.2020","0","2020-03-18 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","18.03.2020","0","2020-03-19 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","19.03.2020","0","2020-03-20 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","20.03.2020","0","2020-03-21 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","21.03.2020","0","2020-03-22 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","22.03.2020","0","2020-03-23 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","23.03.2020","0","2020-03-24 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","24.03.2020","1","2020-03-25 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","25.03.2020","1","2020-03-26 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","26.03.2020","5","2020-03-27 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","27.03.2020","5","2020-03-28 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","28.03.2020","5","2020-03-29 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","29.03.2020","5","2020-03-30 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","30.03.2020","6","2020-03-31 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","31.03.2020","5","2020-04-01 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","01.04.2020","5","2020-04-02 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","02.04.2020","7","2020-04-03 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","03.04.2020","7","2020-04-04 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","04.04.2020","7","2020-04-05 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","05.04.2020","8","2020-04-06 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","06.04.2020","8","2020-04-07 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","07.04.2020","9","2020-04-08 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","08.04.2020","9","2020-04-09 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","09.04.2020","9","2020-04-10 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","10.04.2020","9","2020-04-11 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","11.04.2020","9","2020-04-12 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","12.04.2020","9","2020-04-13 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","13.04.2020","9","2020-04-14 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","14.04.2020","9","2020-04-15 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","15.04.2020","7","2020-04-16 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","16.04.2020","6","2020-04-17 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","17.04.2020","6","2020-04-18 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","18.04.2020","6","2020-04-19 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","19.04.2020","5","2020-04-20 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","20.04.2020","4","2020-04-21 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","21.04.2020","3","2020-04-22 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","22.04.2020","3","2020-04-23 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","23.04.2020","3","2020-04-24 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","24.04.2020","3","2020-04-25 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","25.04.2020","3","2020-04-26 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","26.04.2020","3","2020-04-27 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","27.04.2020","3","2020-04-28 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","28.04.2020","3","2020-04-29 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","29.04.2020","3","2020-04-30 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","30.04.2020","1","2020-05-01 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","01.05.2020","1","2020-05-02 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","02.05.2020","1","2020-05-03 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","03.05.2020","1","2020-05-04 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","04.05.2020","2","2020-05-05 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","05.05.2020","2","2020-05-06 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","06.05.2020","1","2020-05-07 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","07.05.2020","1","2020-05-08 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","08.05.2020","1","2020-05-09 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","09.05.2020","1","2020-05-10 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","10.05.2020","1","2020-05-11 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","11.05.2020","1","2020-05-12 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","12.05.2020","0","2020-05-13 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","13.05.2020","0","2020-05-14 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","14.05.2020","0","2020-05-15 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","15.05.2020","0","2020-05-16 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","16.05.2020","0","2020-05-17 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","17.05.2020","0","2020-05-18 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","18.05.2020","0","2020-05-19 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","19.05.2020","0","2020-05-20 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","20.05.2020","0","2020-05-21 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","21.05.2020","0","2020-05-22 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","22.05.2020","0","2020-05-23 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","23.05.2020","0","2020-05-24 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","24.05.2020","0","2020-05-25 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","25.05.2020","0","2020-05-26 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","26.05.2020","0","2020-05-27 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","27.05.2020","0","2020-05-28 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","28.05.2020","0","2020-05-29 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","29.05.2020","0","2020-05-30 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","30.05.2020","0","2020-05-31 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","31.05.2020","0","2020-06-01 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","01.06.2020","0","2020-06-02 08:00:00",NA,NA,NA
"Hospitalisierte in Intensivpflege","02.06.2020","0","2020-06-03 08:00:00",NA,NA,NA
